,name,mileage,year,gearbox,transmission,horsepower,fuel,price
1134,Skoda Octavia Selection,19 000 km,2025,Automatique,Traction,8 cv,Essence,120000.0
1135,Renault Kadjar Business,225 000 km,2015,Manuelle,Traction,5 cv,Diesel,48000.0
1136,Mercedes-Benz Classe A Amg line,98 000 km,2022,Automatique,Propulsion,8 cv,Hybride,100000.0
1137,GWM Haval Jolion,91 000 km,2021,Automatique,Traction,9 cv,Essence,73000.0
1138,MG e-HS Luxury Plus,105 000 km,2023,Automatique,Traction,8 cv,Hybride,73000.0
1139,Suzuki Jimny 3 portes GL,175 000 km,1999,Manuelle,Intégrale,6 cv,Essence,25000.0
1140,Audi Q3 Sportback S-Line,60 000 km,2022,Automatique,Traction,9 cv,Essence,155000.0
1141,GWM Haval H2 Luxury,73 884 km,2019,Automatique,Traction,9 cv,Essence,63000.0
1142,Mercedes-Benz GLC AMG,140 000 km,2021,Automatique,Intégrale,12 cv,Hybride,165000.0
1143,Land Rover Defender 110 X-Dynamic SE,97 500 km,2021,Automatique,Intégrale,12 cv,Diesel,340000.0
1144,Opel Grandland,97 348 km,2022,Automatique,Traction,10 cv,Hybride,76000.0
1145,KIA Picanto Populaire,86 500 km,2024,Manuelle,Traction,4 cv,Essence,41000.0
1146,Toyota C-HR,87 063 km,2022,Automatique,Traction,6 cv,Essence,73000.0
1147,GWM Haval H6,81 800 km,2022,Automatique,Traction,8 cv,Essence,92000.0
1148,Honda CR-V,86 000 km,2019,Automatique,Intégrale,11 cv,Essence,94000.0
1149,Fiat Fiorino,116 022 km,2022,Manuelle,Traction,5 cv,Diesel,35500.0
1150,BYD Song Plus flagship smart driving edition,2 000 km,2026,Automatique,Traction,5 cv,Hybride,120000.0
1151,KIA Sportage,197 000 km,2018,Automatique,Traction,8 cv,Essence,57000.0
1152,GWM Haval H6,29 000 km,2022,Automatique,Traction,8 cv,Essence,92000.0
1153,Seat Arona Référence,131 000 km,2021,Manuelle,Traction,6 cv,Essence,61500.0
1154,Toyota RAV 4 Hybride,42 000 km,2022,Automatique,Traction,9 cv,Hybride,142000.0
1155,Peugeot 307,300 000 km,2005,Manuelle,Traction,5 cv,Essence,35000.0
1156,Peugeot 2008,125 000 km,2019,Manuelle,Traction,5 cv,Diesel,65900.0
1157,Porsche Panamera,150 000 km,2013,Automatique,Traction,20 cv,Essence,107000.0
1158,Honda City EX,150 000 km,2020,Automatique,Traction,7 cv,Essence,37000.0
1159,Mazda 3 sedan,160 000 km,2014,Manuelle,Traction,6 cv,Essence,40000.0
1160,Hyundai Tucson Executive,89 000 km,2022,Automatique,Intégrale,10 cv,Hybride,118000.0
1161,Toyota Corolla Dynamic,124 100 km,2021,Automatique,Traction,6 cv,Essence,64900.0
1162,BMW X1 Pack Sport M,140 000 km,2017,Automatique,Traction,7 cv,Essence,72000.0
1163,Seat Leon Xcellence,75 000 km,2023,Automatique,Traction,8 cv,Essence,89000.0
1164,Toyota Agya,94 000 km,2022,Manuelle,Traction,5 cv,Essence,35500.0
1165,Hyundai i20 GLS,130 000 km,2021,Manuelle,Traction,5 cv,Essence,50000.0
1166,Toyota Yaris Cross Hybride,3 000 km,2026,Automatique,Traction,5 cv,Hybride,
1167,KIA Rio 5p GT-Line,135 000 km,2021,Manuelle,Traction,5 cv,Essence,59000.0
1168,Mercedes-Benz GLC Coupé AMG,26 000 km,2023,Automatique,Intégrale,19 cv,Hybride,388000.0
1169,Renault Clio Evolution,29 000 km,2024,Manuelle,Traction,6 cv,Essence,60000.0
1170,Volkswagen Passat Highline,128 000 km,2018,Automatique,Traction,6 cv,Diesel,75000.0
1171,Peugeot 208 Active Pack,100 000 km,2024,Manuelle,Traction,5 cv,Essence,40000.0
1172,Chevrolet Camaro ZL1,130 000 km,2013,Automatique,Propulsion,23 cv,Essence,74000.0
1173,Audi A4 Design Luxe,400 000 km,1999,Manuelle,Traction,8 cv,Essence,19600.0
1174,Toyota Yaris Cross Hybride,5 300 km,2026,Automatique,Traction,5 cv,Hybride,106000.0
1175,Toyota Tacoma,1 000 km,2026,Automatique,Intégrale,12 cv,Hybride,250000.0
1176,Mazda 2 Sedan Sélection,394 000 km,2017,Manuelle,Traction,6 cv,Essence,35500.0
1177,Mazda 3 sedan,123 000 km,2016,Manuelle,Traction,6 cv,Essence,44000.0
1178,Opel Corsa,142 800 km,1995,Manuelle,Traction,4 cv,Essence,12500.0
1179,Jeep Renegade Longitude,119 000 km,2017,Manuelle,Traction,6 cv,Essence,54000.0
1180,Mercedes-Benz GLA,184 000 km,2015,Automatique,Intégrale,7 cv,Diesel,78500.0
1181,Volvo S40 Gris,166 245 km,2011,Manuelle,Traction,7 cv,Essence,32000.0
1182,Mercedes-Benz CLA AMG Edition 1,70 000 km,2013,Automatique,Traction,9 cv,Diesel,70000.0
1183,Hyundai Grand i10 High Grade,152 000 km,2021,Manuelle,Traction,5 cv,Essence,43500.0
1184,KIA Rio Berline LX,170 000 km,2017,Manuelle,Traction,5 cv,Essence,38000.0
1185,Citroën C5,499 000 km,2009,Manuelle,Traction,6 cv,Diesel,25000.0
1186,BMW X6,229 718 km,2010,Automatique,Intégrale,15 cv,Diesel,85000.0
1187,KIA Sportage EX,31 000 km,2023,Automatique,Traction,10 cv,Essence,118000.0
1188,Jeep Renegade Limited,85 000 km,2020,Automatique,Traction,8 cv,Essence,71000.0
1189,Mercedes-Benz Classe E Avantgarde,107 000 km,2011,Automatique,Traction,10 cv,Diesel,62000.0
1190,BMW Série 2 Gran Coupé Pack Sport M,51 000 km,2023,Automatique,Traction,8 cv,Essence,109000.0
1191,Peugeot Partner 1000 Kg,72 545 km,2024,Manuelle,Traction,5 cv,Diesel,49000.0
1192,Volkswagen Golf 8 GTE,75 000 km,2021,Automatique,Traction,8 cv,Hybride,87000.0
1193,Hyundai Creta High Grade,75 000 km,2021,Automatique,Traction,7 cv,Essence,72500.0
1194,Mahindra KUV 100 K8,117 000 km,2018,Manuelle,Traction,5 cv,Essence,25000.0
1195,Nissan Qashqai,185 000 km,2015,Automatique,Traction,6 cv,Essence,48000.0
1196,Mahindra KUV 100 K8,115 000 km,2020,Manuelle,Traction,5 cv,Essence,28500.0
1197,Land Rover Range Rover Sport Autobiography,380 000 km,2016,Automatique,Intégrale,19 cv,Diesel,220000.0
1198,Ford Fusion SE,174 000 km,2019,Automatique,Traction,9 cv,Essence,50000.0
1199,Mercedes-Benz GLA AMG,34 800 km,2022,Automatique,Traction,8 cv,Hybride,136000.0
1200,Jeep Wrangler Unlimited,56 000 km,2022,Automatique,Intégrale,17 cv,Hybride,225000.0
1201,KIA Stonic SX,31 000 km,2024,Manuelle,Traction,5 cv,Essence,71000.0
1202,MG e-HS Luxury Plus,94 000 km,2023,Automatique,Traction,8 cv,Hybride,81000.0
1203,Renault Clio,86 000 km,2017,Manuelle,Traction,4 cv,Essence,42500.0
1204,Volkswagen Jetta Highline,293 000 km,2011,Manuelle,Traction,6 cv,Essence,35000.0
1205,KIA Stonic GT-Line,53 000 km,2023,Automatique,Traction,6 cv,Hybride,85000.0
1206,Nissan Navara Double Cabine,700 000 km,2007,Manuelle,Intégrale,8 cv,Diesel,35000.0
1207,Volkswagen Amarok Highline,137 000 km,2016,Automatique,Intégrale,7 cv,Diesel,110000.0
1208,Citroën Berlingo Van 1000 Kg,38 000 km,2021,Manuelle,Traction,5 cv,Diesel,55000.0
1209,Mercedes-Benz Classe C Avantgarde,179 000 km,2011,Automatique,Traction,9 cv,Essence,59000.0
1210,Nissan Navara,800 000 km,2001,Manuelle,Propulsion,10 cv,Diesel,22500.0
1211,Jeep Renegade Longitude,74 000 km,2020,Manuelle,Traction,8 cv,Essence,72000.0
1212,Mercedes-Benz Classe C Avantgarde,130 000 km,2011,Manuelle,Traction,7 cv,Diesel,54000.0
1213,Peugeot 2008 GT line toute option,90 000 km,2020,Automatique,Traction,8 cv,Essence,70000.0
1214,Mercedes-Benz Classe C Avantgarde,138 300 km,2010,Manuelle,Propulsion,6 cv,Diesel,
1215,Jetour Dashing,3 500 km,2026,Automatique,Traction,8 cv,Essence,107000.0
1216,Seat Ibiza Reference,120 000 km,2017,Manuelle,Traction,4 cv,Essence,36000.0
1217,Renault Clio Life Plus,162 000 km,2019,Manuelle,Traction,5 cv,Essence,40000.0
1218,Peugeot Landtrek Double Cabine Business,92 000 km,2021,Manuelle,Intégrale,6 cv,Diesel,74000.0
1219,Volkswagen Polo Prestige,185 000 km,2022,Manuelle,Traction,4 cv,Essence,43900.0
1220,Hyundai Grand i10 High Grade,119 000 km,2021,Manuelle,Traction,5 cv,Essence,42500.0
1221,Peugeot Partner,360 000 km,2008,Manuelle,Traction,7 cv,Diesel,14500.0
1222,Volkswagen T-Cross United,73 000 km,2021,Manuelle,Traction,5 cv,Essence,70000.0
1223,Mercedes-Benz Classe E coupé,224 000 km,2012,Automatique,Propulsion,11 cv,Essence,60000.0
1224,Alfa Romeo Mito,170 000 km,2017,Manuelle,Traction,5 cv,Essence,33500.0
1225,Porsche Macan,20 000 km,2025,Automatique,Propulsion,9 cv,Electrique,280000.0
1226,Renault Symbol,245 000 km,2009,Manuelle,Traction,5 cv,Essence,24000.0
1227,Fiat Fiorino,120 000 km,2019,Manuelle,Traction,5 cv,Essence,32000.0
1228,Volkswagen Golf 6 Match,227 000 km,2012,Automatique,Traction,6 cv,Essence,39000.0
1229,Volkswagen Polo Trendline,157 000 km,2016,Manuelle,Traction,4 cv,Essence,37000.0
1230,Nissan Micra Acenta,65 000 km,2018,Manuelle,Traction,5 cv,Essence,34000.0
1231,Volkswagen Golf 8 Life,44 000 km,2021,Manuelle,Traction,6 cv,Essence,85000.0
1232,BMW Série 3 Business Line Premium,64 200 km,2021,Automatique,Propulsion,9 cv,Essence,118000.0
1233,Volkswagen Golf 7 Join,87 515 km,2018,Manuelle,Traction,5 cv,Essence,67000.0
1234,Land Rover Discovery Sport Luxury,141 000 km,2014,Automatique,Intégrale,11 cv,Diesel,87000.0
1235,Opel Zafira elegance,290 000 km,2003,Manuelle,Traction,8 cv,Diesel,25000.0
1236,Peugeot Expert,134 000 km,2023,Manuelle,Traction,9 cv,Diesel,55000.0
1237,Peugeot 208 Populaire,94 000 km,2019,Manuelle,Traction,4 cv,Essence,29500.0
1238,Volkswagen Passat Confort,342 120 km,2011,Manuelle,Traction,5 cv,Diesel,34000.0
1239,Mercedes-Benz Classe C AMG +,58 000 km,2022,Automatique,Propulsion,9 cv,Hybride,190000.0
1240,BMW Série 3 Kit M,170 000 km,2017,Automatique,Propulsion,7 cv,Essence,75000.0
1241,Mercedes-Benz GLC Pack Off Road,62 000 km,2021,Automatique,Intégrale,12 cv,Hybride,135000.0
1242,Peugeot 2008 Allure Toit Cielo,154 000 km,2016,Manuelle,Traction,5 cv,Essence,37000.0
1243,Renault Megane,250 000 km,2005,Manuelle,Traction,6 cv,Essence,18000.0
1244,Ssangyong Tivoli Classic,132 000 km,2019,Manuelle,Traction,7 cv,Essence,51000.0
1245,Volkswagen Golf 7 Smartline,59 000 km,2013,Automatique,Traction,6 cv,Essence,59500.0
1246,KIA Rio 5p,193 000 km,2012,Manuelle,Traction,5 cv,Essence,31000.0
1247,Ford Ecosport Titanium,151 000 km,2019,Manuelle,Traction,7 cv,Essence,49000.0
1248,Suzuki Baleno GLX,124 200 km,2017,Automatique,Traction,5 cv,Essence,48000.0
1249,Chery Tiggo 3X,83 500 km,2021,Automatique,Traction,6 cv,Essence,52000.0
1250,Land Rover Range Rover Evoque Pure,32 875 km,2018,Automatique,Intégrale,8 cv,Diesel,145000.0
1251,Fiat Uno,150 000 km,2002,Manuelle,Traction,5 cv,Essence,8700.0
1252,KIA Sportage GT-Line,132 000 km,2020,Automatique,Intégrale,11 cv,Essence,86000.0
1253,KIA Rio Berline LX,127 000 km,2017,Manuelle,Traction,5 cv,Essence,38000.0
1254,Nissan Qashqai Tekna,100 000 km,2019,Automatique,Traction,8 cv,Essence,70000.0
1255,Peugeot Expert,198 000 km,2020,Manuelle,Traction,9 cv,Diesel,45000.0
1256,GWM Haval Jolion,110 000 km,2023,Automatique,Traction,9 cv,Essence,
1257,Peugeot 308,127 114 km,2022,Automatique,Propulsion,7 cv,Diesel,85000.0
1258,Mitsubishi Pajero,320 000 km,1993,Manuelle,Intégrale,10 cv,Diesel,33000.0
1259,Peugeot 2008 Active Pack,95 600 km,2021,Manuelle,Traction,6 cv,Essence,59000.0
1260,Dacia Duster Série Limitée Anniversaire,153 000 km,2018,Manuelle,Intégrale,7 cv,Essence,53800.0
1261,Porsche Cayenne Black Edition,270 000 km,2003,Automatique,Traction,27 cv,Essence,42000.0
1262,Peugeot 2008 Allure Toit Cielo,133 000 km,2017,Manuelle,Traction,5 cv,Essence,39000.0
1263,Land Rover Range Rover Velar R-Dynamic SE,124 050 km,2022,Automatique,Intégrale,19 cv,Hybride,305000.0
1264,Hyundai Creta,4 000 km,2025,Automatique,Traction,6 cv,Essence,100000.0
1265,Audi Q2,162 000 km,2017,Automatique,Traction,8 cv,Essence,55000.0
1266,Toyota C-HR,89 000 km,2024,Automatique,Intégrale,8 cv,Hybride,129000.0
1267,Toyota C-HR,89 000 km,2024,Automatique,Traction,8 cv,Hybride,129000.0
1268,KIA Rio Berline EX,200 000 km,2016,Manuelle,Traction,5 cv,Essence,35000.0
1269,KIA Rio 5p Prestige,29 300 km,2022,Manuelle,Traction,5 cv,Essence,60000.0
1270,Land Rover Range Rover Evoque Prestige,150 000 km,2013,Manuelle,Intégrale,10 cv,Diesel,69000.0
1271,Citroën C1,151 000 km,2011,Manuelle,Traction,4 cv,Essence,26000.0
1272,KIA XCeed,74 100 km,2022,Automatique,Traction,9 cv,Essence,86000.0
1273,Volkswagen Golf 7 Trendline,180 000 km,2012,Manuelle,Traction,5 cv,Essence,45000.0
1274,Geely GX3,39 000 km,2021,Automatique,Traction,6 cv,Essence,53000.0
1275,Ford Mondeo,230 000 km,2010,Manuelle,Traction,7 cv,Essence,26000.0
1276,Audi A6 Prestige Plus,185 000 km,2014,Automatique,Intégrale,10 cv,Essence,60000.0
1277,Mitsubishi Lancer Ex,228 000 km,2010,Automatique,Traction,9 cv,Essence,32500.0
1278,Peugeot 206 finition look tt options,251 000 km,2005,Manuelle,Traction,5 cv,Essence,16400.0
1279,Citroën Berlingo Van,10 000 km,2025,Manuelle,Traction,5 cv,Diesel,95000.0
1280,Opel Corsa,110 000 km,2013,Manuelle,Traction,5 cv,Essence,30000.0
1281,Hyundai Tucson Executive,125 000 km,2021,Automatique,Intégrale,7 cv,Hybride,117000.0
1282,Seat Ateca Xperience,97 000 km,2022,Automatique,Traction,8 cv,Essence,83000.0
1283,KIA Sportage Toit Ouvrant,245 000 km,2013,Manuelle,Traction,7 cv,Diesel,40000.0
1284,KIA Sorento 5 Places,153 000 km,2016,Automatique,Intégrale,16 cv,Essence,79000.0
1285,Volkswagen Golf 8 Life,114 000 km,2021,Manuelle,Traction,6 cv,Essence,78000.0
1286,Citroën C-Elysée Live,208 000 km,2019,Manuelle,Traction,5 cv,Essence,23500.0
1287,Peugeot 208 Populaire,76 000 km,2020,Manuelle,Traction,4 cv,Essence,30500.0
1288,Chery Tiggo 3X Luxury,85 000 km,2024,Automatique,Traction,6 cv,Essence,
1289,Volkswagen Tiguan,171 000 km,2022,Automatique,Propulsion,8 cv,Hybride,85000.0
1290,Toyota RAV 4,141 000 km,2014,Manuelle,Intégrale,7 cv,Diesel,85000.0
1291,Volkswagen Golf 7 Lounge,160 000 km,2016,Manuelle,Traction,5 cv,Essence,56000.0
1292,KIA Rio 5p SX,130 000 km,2020,Manuelle,Traction,5 cv,Essence,43500.0
1293,Mercedes-Benz Classe C Avantgarde,120 000 km,2022,Automatique,Propulsion,9 cv,Hybride,130000.0
1294,Peugeot 208 Populaire,53 000 km,2023,Manuelle,Traction,4 cv,Essence,39000.0
1295,Honda HR-V,120 000 km,2017,Manuelle,Traction,7 cv,Essence,58000.0
1296,Chery Tiggo 3 Confort,114 000 km,2018,Manuelle,Traction,8 cv,Essence,43000.0
1297,Volkswagen Golf 6 Match,211 000 km,2012,Manuelle,Traction,5 cv,Essence,41500.0
1298,Fiat Fiorino,27 000 km,2022,Manuelle,Traction,5 cv,Diesel,38500.0
1299,Citroën Nemo Business,173 000 km,2017,Manuelle,Traction,5 cv,Diesel,23000.0
1300,Chevrolet Captiva 7 places,69 000 km,2022,Automatique,Traction,9 cv,Essence,72000.0
1301,Mercedes-Benz Classe C Classic,190 000 km,2013,Manuelle,Propulsion,9 cv,Essence,52000.0
1302,Renault Kadjar Intens,115 000 km,2018,Automatique,Traction,7 cv,Essence,65000.0
1303,GWM Haval H6,60 000 km,2022,Automatique,Traction,8 cv,Essence,88000.0
1304,Audi Q8,160 000 km,2020,Automatique,Intégrale,18 cv,Hybride,260000.0
1305,GWM Haval Jolion,101 000 km,2022,Automatique,Traction,9 cv,Essence,65000.0
1306,Ford Fiesta,174 000 km,2010,Manuelle,Traction,5 cv,Essence,28500.0
1307,Audi A4 Ambition Luxe Plus,163 000 km,2007,Automatique,Traction,13 cv,Essence,28000.0
1308,Fiat Ducato 11.5 m3 Tolée,213 000 km,2014,Manuelle,Traction,8 cv,Diesel,32000.0
1309,Hyundai Grand i10 GLS,131 300 km,2018,Manuelle,Traction,5 cv,Essence,33500.0
1310,Hyundai Santa Fe High Grade,180 000 km,2022,Automatique,Intégrale,12 cv,Diesel,125000.0
1311,Volkswagen Golf 8 R-Line,135 000 km,2021,Manuelle,Traction,7 cv,Essence,92000.0
1312,Mazda 3 High Grade,200 000 km,2020,Automatique,Traction,6 cv,Diesel,60000.0
1313,Volkswagen Golf 8 R-Line,35 000 km,2023,Automatique,Traction,8 cv,Essence,120000.0
1314,KIA XCeed SX,55 000 km,2023,Automatique,Traction,9 cv,Essence,
1315,Volkswagen Caddy Business,41 000 km,2024,Manuelle,Traction,5 cv,Diesel,70000.0
1316,Citroën C3,174 000 km,2010,Manuelle,Traction,5 cv,Essence,25000.0
1317,Seat Leon Référence,178 000 km,2015,Manuelle,Traction,6 cv,Essence,43000.0
1318,BMW Série 3 Access,209 000 km,2015,Automatique,Propulsion,7 cv,Essence,49500.0
1319,Peugeot 208 Access,198 000 km,2013,Manuelle,Traction,5 cv,Essence,28600.0
1320,Peugeot 3008 Allure,146 000 km,2019,Automatique,Traction,7 cv,Essence,57000.0
1321,Mahindra KUV 100 K8,75 000 km,2019,Manuelle,Traction,5 cv,Essence,28900.0
1322,Opel Astra,400 000 km,2001,Manuelle,Propulsion,5 cv,Essence,19000.0
1323,BMW Série 3 Kit M,90 000 km,2017,Automatique,Propulsion,7 cv,Essence,89000.0
1324,Chevrolet Groove Premier,52 000 km,2024,Automatique,Traction,6 cv,Essence,67000.0
1325,Mercedes-Benz Classe E AMG,105 000 km,2015,Automatique,Propulsion,9 cv,Diesel,125000.0
1326,KIA Rio 5p GT-Line,24 300 km,2022,Manuelle,Traction,5 cv,Essence,64000.0
1327,Volkswagen Golf 8 Style,100 000 km,2020,Automatique,Traction,8 cv,Essence,95000.0
1328,Mercedes-Benz Classe E Avantgarde,145 000 km,2012,Automatique,Traction,11 cv,Essence,62000.0
1329,Volkswagen Golf 8 Drive,128 000 km,2021,Manuelle,Traction,5 cv,Essence,75000.0
1330,Audi A3 Sportback Sport,98 000 km,2020,Automatique,Traction,6 cv,Essence,79000.0
1331,Mercedes-Benz GLK Pack sport,212 000 km,2009,Automatique,Intégrale,10 cv,Diesel,65000.0
1332,KIA Sportage Toit Ouvrant,230 000 km,2014,Manuelle,Traction,7 cv,Diesel,52000.0
1333,GWM Haval H6,101 000 km,2023,Automatique,Traction,8 cv,Essence,92000.0
1334,Hyundai Tucson,139 500 km,2019,Automatique,Traction,8 cv,Essence,77500.0
1335,Mercedes-Benz Classe A,107 600 km,2018,Automatique,Traction,6 cv,Diesel,90000.0
1336,Mahindra KUV 100 K8,65 000 km,2018,Manuelle,Traction,5 cv,Essence,32000.0
1337,Suzuki Jimny 3 portes GL,91 000 km,2020,Manuelle,Intégrale,6 cv,Essence,68000.0
1338,Audi A4,269 000 km,2011,Manuelle,Traction,8 cv,Diesel,48000.0
1339,MG 5 Luxe,20 000 km,2023,Automatique,Traction,7 cv,Essence,59500.0
1340,Fiat 500 Lounge,96 000 km,2016,Automatique,Traction,4 cv,Essence,41000.0
1341,Volkswagen Golf 6 Team,250 000 km,2010,Manuelle,Traction,5 cv,Essence,45000.0
1342,GWM Haval H6,75 000 km,2024,Automatique,Traction,8 cv,Hybride,98000.0
1343,Ssangyong XLV,305 000 km,2018,Automatique,Traction,8 cv,Essence,49000.0
1344,Toyota RAV 4 Hybride,42 000 km,2023,Automatique,Intégrale,10 cv,Hybride,155000.0
1345,Peugeot 508 Féline,246 000 km,2012,Automatique,Traction,6 cv,Diesel,34500.0
1346,Volkswagen Passat Design,152 000 km,2017,Manuelle,Traction,7 cv,Essence,60000.0
1347,GWM M4,53 000 km,2018,Manuelle,Traction,6 cv,Essence,42000.0
1348,Volvo XC40 Ultimate Dark +,16 700 km,2024,Automatique,Traction,9 cv,Hybride,178000.0
1349,Toyota Agya Populaire,42 000 km,2021,Manuelle,Traction,4 cv,Essence,35900.0
1350,Mercedes-Benz GLC Coupé AMG,51 000 km,2022,Automatique,Intégrale,11 cv,Hybride,185000.0
1351,Seat Ibiza Xcellence,79 100 km,2021,Manuelle,Traction,4 cv,Essence,54000.0
1352,Peugeot 2008 Allure,312 233 km,2018,Automatique,Traction,6 cv,Essence,80000.0
1353,BMW Série 1 Sport Line,172 000 km,2012,Manuelle,Propulsion,7 cv,Essence,44000.0
1354,Peugeot 2008,25 000 km,2017,Manuelle,Propulsion,5 cv,Essence,45000.0
1355,Ford Mondeo Trend,189 000 km,2015,Manuelle,Traction,7 cv,Essence,40000.0
1356,Opel Frontera,348 500 km,2000,Manuelle,Intégrale,9 cv,Diesel,29000.0
1357,KIA Rio 5p,171 633 km,2016,Manuelle,Traction,5 cv,Essence,34500.0
1358,KIA Picanto,104 000 km,2010,Manuelle,Traction,4 cv,Essence,26000.0
1359,Ford Fiesta,217 730 km,2010,Manuelle,Traction,5 cv,Essence,26000.0
1360,Isuzu PICK UP,460 000 km,2012,Manuelle,Traction,17 cv,Diesel,90000.0
1361,KIA Optima,133 000 km,2012,Automatique,Traction,10 cv,Essence,48000.0
1362,Mercedes-Benz Classe E Avantgarde,117 000 km,2018,Automatique,Propulsion,8 cv,Diesel,145000.0
1363,Mercedes-Benz Viano Ambiance,400 000 km,2004,Manuelle,Propulsion,8 cv,Diesel,39900.0
1364,Mercedes-Benz Classe C AMG,134 925 km,2020,Automatique,Propulsion,8 cv,Diesel,119000.0
1365,Hyundai Grand i10 GLS,95 000 km,2021,Manuelle,Traction,5 cv,Essence,41000.0
1366,Mazda 3,176 000 km,2017,Manuelle,Traction,7 cv,Essence,45000.0
1367,Peugeot 3008 Roadtrip,90 000 km,2021,Automatique,Traction,10 cv,Hybride,89000.0
1368,BMW X1 xLine,153 000 km,2019,Automatique,Traction,8 cv,Essence,80000.0
1369,Volkswagen Golf 7 Trendline,140 000 km,2014,Manuelle,Traction,5 cv,Essence,49000.0
1370,Renault Clio Classic,440 000 km,2003,Manuelle,Traction,5 cv,Essence,19000.0
1371,Mercedes-Benz Classe C,220 000 km,2014,Automatique,Propulsion,8 cv,Essence,75000.0
1372,Peugeot 208 Populaire,38 700 km,2019,Manuelle,Traction,4 cv,Essence,32500.0
1373,Ford Fiesta Ghia,300 000 km,2006,Manuelle,Intégrale,5 cv,Essence,20000.0
1374,Peugeot 3008 Allure,215 000 km,2020,Automatique,Traction,7 cv,Essence,59000.0
1375,Mazda 3,580 000 km,2015,Manuelle,Traction,6 cv,Essence,34000.0
1376,DS 3 Chic,112 000 km,2017,Manuelle,Traction,5 cv,Essence,31000.0
1377,Seat Ateca Xperience,73 000 km,2022,Automatique,Traction,8 cv,Essence,87000.0
1378,Mercedes-Benz Classe E,36 000 km,2020,Automatique,Propulsion,9 cv,Diesel,175000.0
1379,Toyota Corolla Dynamic,98 500 km,2021,Automatique,Traction,6 cv,Essence,69000.0
1380,KIA Niro Hybride,55 000 km,2022,Automatique,Traction,5 cv,Hybride,115000.0
1381,Mercedes-Benz Classe A Berline Progressive,85 000 km,2022,Automatique,Traction,7 cv,Essence,95000.0
1382,Peugeot 208 Access,136 000 km,2014,Manuelle,Traction,5 cv,Essence,29500.0
1383,Opel Corsa,179 000 km,2015,Manuelle,Traction,5 cv,Essence,28000.0
1384,Hyundai Grand i10 Sedan,111 000 km,2022,Manuelle,Traction,5 cv,Essence,40000.0
1385,Audi Q4 E-tron LUXE,50 000 km,2022,Automatique,Propulsion,11 cv,Electrique,130000.0
1386,GWM Haval H6,89 000 km,2022,Automatique,Traction,8 cv,Essence,87000.0
1387,Geely GX3,75 000 km,2021,Automatique,Traction,6 cv,Essence,50000.0
1388,Citroën Berlingo,160 000 km,2004,Manuelle,Traction,6 cv,Essence,24000.0
1389,Mercedes-Benz CLA,170 000 km,2021,Automatique,Propulsion,7 cv,Diesel,106000.0
1390,Dongfeng AX4,167 000 km,2022,Automatique,Traction,7 cv,Essence,52000.0
1391,Lancia Ypsilon,81 000 km,2015,Manuelle,Traction,4 cv,Essence,31000.0
1392,Ford Focus Connected,95 000 km,2023,Automatique,Traction,7 cv,Essence,
1393,GWM Haval H2,62 000 km,2020,Automatique,Traction,9 cv,Essence,65000.0
1394,Hyundai Veloster,130 000 km,2017,Automatique,Traction,8 cv,Essence,33900.0
1395,KIA Sportage,12 000 km,2022,Automatique,Traction,11 cv,Essence,80000.0
1396,Dacia Dokker Van,293 000 km,2016,Manuelle,Traction,6 cv,Diesel,23000.0
1397,Peugeot 208 Populaire,136 000 km,2019,Manuelle,Traction,4 cv,Essence,26000.0
1398,Hyundai Grand i10 GLS,200 000 km,2016,Manuelle,Traction,5 cv,Essence,31800.0
1399,Peugeot 208 Active,149 000 km,2016,Manuelle,Traction,4 cv,Essence,31500.0
1400,Tesla Model Y,32 000 km,2022,Automatique,Intégrale,9 cv,Electrique,140000.0
1401,Chevrolet Aveo LS,155 000 km,2012,Manuelle,Traction,5 cv,Essence,25000.0
1402,Hyundai Creta,59 000 km,2017,Manuelle,Traction,6 cv,Essence,70000.0
1403,Volkswagen Golf 7 Match plus,25 000 km,2020,Automatique,Traction,8 cv,Essence,80000.0
1404,MG GT,12 000 km,2024,Automatique,Traction,9 cv,Essence,
1405,Peugeot 407,400 000 km,2004,Manuelle,Intégrale,5 cv,Diesel,16000.0
1406,Hyundai Tucson,38 000 km,2022,Automatique,Intégrale,10 cv,Hybride,115000.0
1407,Mercedes-Benz Classe C,39 000 km,2009,Manuelle,Traction,8 cv,Diesel,49500.0
1408,Mercedes-Benz Classe C AMG,240 000 km,2012,Automatique,Propulsion,9 cv,Essence,63000.0
1409,GWM Haval H6,33 500 km,2023,Automatique,Traction,8 cv,Essence,
1410,Toyota C-HR,166 000 km,2018,Automatique,Traction,6 cv,Essence,63000.0
1411,Volkswagen Polo Pack Summum,170 000 km,2012,Manuelle,Traction,5 cv,Essence,24000.0
1412,Skoda Karoq,35 000 km,2021,Manuelle,Traction,6 cv,Essence,78000.0
1413,Peugeot 207 Access,455 000 km,2008,Manuelle,Traction,6 cv,Essence,19000.0
1414,Peugeot 2008 Allure Toit Cielo,149 000 km,2018,Manuelle,Traction,6 cv,Essence,43000.0
1415,KIA Sportage GT-Line,88 000 km,2019,Automatique,Traction,7 cv,Diesel,90000.0
1416,MG One Luxury+,15 000 km,2024,Automatique,Traction,10 cv,Essence,85000.0
1417,KIA Rio Berline EX,180 000 km,2016,Manuelle,Traction,5 cv,Essence,34000.0
1418,Honda Civic RS,34 000 km,2024,Automatique,Traction,9 cv,Essence,
